,index,무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,지역
1037,14331,서03-408,서울특별시,서대문구,기타,신촌로,신촌로,3,서울특별시 서대문구 신촌로225,서울특별시 서대문구 북아현동221-12,37.557349,126.951023,고기정육시장 앞,4,0,,,,2016,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1038,14332,서03-405,서울특별시,서대문구,기타,북아현로,북아현로,3,서울특별시 서대문구 북아현로1길24,서울특별시 서대문구 북아현동148-17,37.559924,126.954572,신촌이편한세상 4단지 앞 CU,4,0,,,,2017,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1039,14333,서02-410,서울특별시,서대문구,기타,통일로,통일로,3,서울특별시 서대문구 통일로113,서울특별시 서대문구 미근동165,37.564888,126.967007,미근119안전센터,4,0,,,,2017,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1040,14334,서08-409,서울특별시,서대문구,기타,세무서길,세무서길,3,서울특별시 서대문구 세무서길103,서울특별시 서대문구 홍제동266-151,37.592415,126.947237,마을탕 앞,4,0,,,,2017,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1041,14335,서08-410,서울특별시,서대문구,기타,포방터길,포방터길,3,서울특별시 서대문구 세검정로105,서울특별시 서대문구 홍제3동286-5,37.597497,126.949629,홍은초등학교 후문,4,0,,,,2017,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1042,14336,서10-410,서울특별시,서대문구,기타,백련사길,백련사길,3,서울특별시 서대문구 백련사길99,서울특별시 서대문구 홍은동산26-170,37.583403,126.930079,가좌테니스장(홍연초 교재원),4,0,,,,2017,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1043,14338,서05-95,서울특별시,서대문구,기타,연희로,연희로,3,서울특별시 서대문구 연희로219,서울특별시 서대문구 연희동149-54,37.57688328,126.9352146,고려인삼 건너편,4,0,,,,2018,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1044,14339,서09-112,서울특별시,서대문구,기타,세검정로,세검정로,3,서울특별시 서대문구 세검정로1길90,서울특별시 서대문구 홍은동455,37.59424182,126.9459657,벽산아파트 주변,4,0,,,,2018,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1045,14340,서09-303,서울특별시,서대문구,기타,홍은중앙로,홍은중앙로,3,서울특별시 서대문구 홍은중앙로13,서울특별시 서대문구 홍은동41-1,37.59350636,126.9454227,홍제초등학교 정문 앞,4,0,,,,2018,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1046,14341,서05-94,서울특별시,서대문구,기타,증가로,증가로,3,,서울특별시 서대문구 북가좌동459-1,37.57985204,126.9165301,북가좌 정원지구 어린이 공원,4,0,,,,2018,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1047,14342,서12-407,서울특별시,서대문구,기타,증가로,증가로,3,서울특별시 서대문구 증가로12나길 32,서울특별시 서대문구 남가좌동 374-11,37.58034525,126.9209968,DMC 센트럴 아파트 104동 주변,4,0,,,,2019,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1048,14343,서12-408,서울특별시,서대문구,기타,모래내로,모래내로,3,서울특별시 서대문구 모래내로 209,서울특별시 서대문구 남가좌동 332-19,37.57352415,126.9228515,현대가재울주유소 주변,4,0,,,,2019,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구,서울
1050,14346,N109,서울특별시,금천구,특별시도,0,독산로 199,3,서울특별시 금천구 독산로199 KFC,서울특별시 금천구 독산동 1081-18,37.46469561,126.9027124,서울특별시 금천구 독산로199 KFC,4,0,,,,2016,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1060,14356,N119,서울특별시,금천구,특별시도,0,범안로 1138,3,서울특별시 금천구 범안로1138 독산역2번출구앞,서울특별시 금천구 가산동 677,37.46626645,126.8883629,서울특별시 금천구 범안로1138 독산역2번출구앞,4,0,,,,2016,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1061,14357,N120,서울특별시,금천구,특별시도,0,가산디지털1로 165,3,서울특별시 금천구 가산디지털1로165 맥도날드,서울특별시 금천구 가산동 371-9,37.48023462,126.8816942,서울특별시 금천구 가산디지털1로165 맥도날드,4,0,,,,2016,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1067,14363,N126,서울특별시,금천구,특별시도,0,독산로 337,3,서울특별시 금천구 독산로335-1 제일목재맞은편,서울특별시 금천구 독산동 995-5,37.476741,126.903585,서울특별시 금천구 독산로335-1 제일목재맞은편,4,0,,,,2016,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1075,14371,N103,서울특별시,금천구,특별시도,0,가산로 146,3,서울특별시 금천구 가산로146 디지털단지오거리부근,서울특별시 금천구 가산동 142-45,37.47827032,126.8909567,서울특별시 금천구가산로146 디지털단지오거리부근,4,0,,,,2016,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1078,14374,N106,서울특별시,금천구,특별시도,0,문성로 48,3,서울특별시 금천구 문성로48 동아연립,서울특별시 금천구 독산동 894,37.4769568,126.9092452,서울특별시 금천구 문성로48 동아연립,4,0,,,2,2016,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1155,15580,주정차단속-084,서울특별시,마포구,구도,52,성암로,3,서울특별시 마포구 모래내로9길 30,,37.56845246,126.9113201,건영월드컵 아파트 앞,4,0,,,,2017,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1159,15584,주정차단속-088,서울특별시,마포구,구도,없음,매봉산로,3,서울특별시 마포구 매봉산로 76,,37.5782805,126.8938427,상암파출소 앞,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1160,15585,주정차단속-089,서울특별시,마포구,구도,52,성암로,3,서울특별시 마포구 월드컵북로 400,,37.58045008,126.8898953,MBC 후문,4,0,,,,2017,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1171,15596,주정차단속-079,서울특별시,마포구,구도,1204,월드컵로32길,3,서울특별시 마포구 월드컵로32길 23,,37.56283304,126.9056222,보양산업 주변,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1173,15598,주정차단속-081,서울특별시,마포구,구도,42,모래내로,3,서울특별시 마포구 모래내로 5,,37.56425505,126.9036872,우남퍼스트빌스타 오피스텔 앞,4,0,,,,2017,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1175,15600,주정차단속-083,서울특별시,마포구,구도,169,월드컵로36길,3,서울특별시 마포구 월드컵로 212,,37.56631122,126.9016154,마포구청 앞,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1178,15794,주정차단속-069,서울특별시,마포구,구도,153,연남로,3,서울특별시 마포구 동교로 225,,37.56025128,126.9237661,연남파출소 앞,4,0,,,,2017,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1238,16226,P0043,서울특별시,성북구,구도,0,보문로,3,서울특별시 성북구 보문로34길 77,서울특별시 성북구 동선동1가 84-1,37.59139463,127.0194888,성신여자대학교 오거리,4,0,,,,2018,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1241,16229,P0046,서울특별시,성북구,구도,0,길음로,3,서울특별시 성북구 길음로 33,서울특별시 성북구 길음동 1284,37.60504961,127.022011,길음래미안 6단지 아파트 611동 앞,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1242,16230,P0047,서울특별시,성북구,구도,0,고려대로,3,서울특별시 성북구 고려대로 39,서울특별시 성북구 안암동2가 119-34,37.58666905,127.0237401,안암초등학교,4,30,,,1,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1243,16231,P0048,서울특별시,성북구,시도,0,정릉로,3,서울특별시 성북구 정릉로 364,서울특별시 성북구 돈암동 12-8,37.60147416,127.0236542,갈비명가 이상 인근,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1244,16232,P0049,서울특별시,성북구,구도,0,보문로,3,서울특별시 성북구 보문로 116,서울특별시 성북구 보문동1가 127,37.58554899,127.0194872,보문역 3번 출구,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1245,16233,P0050,서울특별시,성북구,구도,0,동소문로,3,서울특별시성북구동소문로258,서울특별시 성북구 길음동 1276-3,37.60388853,127.0250139,길음역 6번 출구,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1246,16234,P0051,서울특별시,성북구,구도,0,종암로,3,서울특별시 성북구 종암로21길 71,서울특별시 성북구 종암동 3-680,37.60142529,127.0321837,이조사철탕 앞(종암경찰서 뒤편),4,0,,,,2018,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1247,16235,P0052,서울특별시,성북구,구도,0,돌곶이로,3,서울특별시 성북구 돌곶이로 221,서울특별시 성북구 장위동 218-41,37.61892532,127.0455162,꿈의숲 코오롱 하늘채 아파트,4,0,,,,2018,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1248,16236,P0053,서울특별시,성북구,구도,0,종암로,3,서울특별시 성북구 종암로24길 35,서울특별시 성북구 종암동 135-3,37.6014282,127.0346388,종암카이저펠리스,4,0,,,,2018,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1249,16238,P0054,서울특별시,성북구,구도,0,보국문로,3,서울특별시 성북구 보국문로 79,서울특별시 성북구 정릉동 303-6,37.61129341,127.0085351,보국문역,4,0,,,,2018,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1250,16239,P0055,서울특별시,성북구,구도,0,동소문로,3,서울특별시 성북구 동소문로 197,서울특별시 성북구 돈암동 34-2,37.59975547,127.0215519,미아리고개,4,0,,,,2018,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1251,16240,P0056,서울특별시,성북구,구도,0,안암로,3,서울특별시 성북구 안암로 99,서울특별시 성북구 안암동5가 40-10,37.58487973,127.0312346,우신향병원,4,30,,,2,2018,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1253,16293,P0039,서울특별시,성북구,구도,0,보국문로,3,서울특별시 성북구 보국문로 160,서울특별시 성북구 정릉동 778-6,37.61691223,127.0036155,산장아파트(정릉대우아파트),4,0,,,,2016,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1254,16294,P0040,서울특별시,성북구,구도,0,보문로,3,서울특별시 성북구 보문로32길 14,서울특별시 성북구 삼선동5가 409,37.58940918,127.0173641,성북구청 주차장,4,0,,,,2016,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1255,16322,P0038,서울특별시,성북구,구도,0,종암로,3,서울특별시 성북구 종암로27길 18,서울특별시 성북구 종암동 80-1,37.60288144,127.0316498,성북소방서 뒷길,4,0,,,,2016,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1256,16323,P0013,서울특별시,성북구,구도,0,장월로,3,서울특별시 성북구 장월로 147,서울특별시 성북구 장위동 199-45,37.61815536,127.0511837,래미안 장위 포레카운티,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1257,16324,P0014,서울특별시,성북구,구도,0,돌곶이로,3,서울특별시 성북구 돌곶이로 15,서울특별시 성북구 석관동 332-570,37.60593294,127.0616668,석관동 래미안아트리치,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1258,16325,P0015,서울특별시,성북구,구도,0,화랑로,3,서울특별시성북구화랑로11길5,서울특별시 성북구 하월곡동 27-114,37.60258291,127.0413479,월곡역 2번 출구,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1259,16326,P0016,서울특별시,성북구,구도,0,오패산로,3,서울특별시 성북구 오패산로3길 9,서울특별시 성북구 하월곡동 90-2062,37.60399006,127.0364791,동신아파트,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1265,16332,P0022,서울특별시,성북구,구도,0,월곡로,3,서울특별시 성북구 월곡로14길 26,서울특별시 성북구 하월곡동 34-43,37.60023267,127.0426512,월곡 래미안 루나벨리아파트 입구,4,0,,,,2016,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1267,16334,P0024,서울특별시,성북구,시도,0,성북로,3,서울특별시 성북구 성북로 5-1,서울특별시 성북구 성북동1가 35-31,37.58877243,127.0053215,나폴레옹 제과점,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1268,16335,P0025,서울특별시,성북구,구도,0,보문로,3,서울특별시 성북구 보문로 149,서울특별시 성북구 삼선동5가 291-1,37.58796397,127.017477,경동고교 사거리,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1269,16336,P0026,서울특별시,성북구,시도,0,종암로,3,서울특별시 성북구 종암로172(건너편),서울특별시 성북구 하월곡동 90-122,37.60523835,127.0319361,이마트 하월곡점 앞,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1270,16337,P0027,서울특별시,성북구,구도,0,종암로,3,서울특별시 성북구 종암로24가길 80,서울특별시 성북구 종암동 1-79,37.59931484,127.0392263,일신초등학교(삼성 래미안라센트 아파트 103동 앞),4,30,,,1,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1271,16338,P0028,서울특별시,성북구,구도,0,동소문로,3,서울특별시 성북구 동소문로 225-15,,37.60234677,127.0212718,길음래미안9단지(904동 앞),4,0,,,,2016,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1272,16339,P0029,서울특별시,성북구,구도,0,길음로,3,서울특별시 성북구 길음로9길 50,서울특별시 성북구 길음동 1286-2,37.60269641,127.0209503,길음성가어린이집,4,30,,,1,2016,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1273,16340,P0030,서울특별시,성북구,구도,0,삼선교로,3,서울특별시 성북구 삼선교로 28,서울특별시 성북구 삼선동2가 44-2,37.58792889,127.0088948,희망의 다리,4,0,,,,2016,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1274,16341,P0031,서울특별시,성북구,구도,0,보문로,3,서울특별시 성북구 보문로14길 40,서울특별시 성북구 안암동4가 41-13,37.58061784,127.024422,안암동 삼익아파트,4,0,,,,2016,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1275,16342,P0032,서울특별시,성북구,시도,0,정릉로,3,서울특별시성북구정릉로322,서울특별시 성북구 정릉동 16-174,37.60217778,127.0189888,길음뉴타운 10단지 건너편,4,0,,,,2016,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1281,16348,P0001,서울특별시,성북구,구도,0,혜화로,3,서울특별시 성북구 혜화로 84,서울특별시 성북구 성북동 124-11,37.59269366,126.9985597,오박사 돈까스 인근,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1282,16349,P0002,서울특별시,성북구,구도,0,동소문로,3,서울특별시 성북구 동소문로17길 40,,37.59392876,127.0158932,아리랑고개,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1283,16350,P0003,서울특별시,성북구,구도,0,고려대로,3,서울특별시 성북구 고려대로24길 25,서울특별시 성북구 안암동5가 102-10,37.58504955,127.0295454,고대참살이길,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1284,16351,P0004,서울특별시,성북구,구도,0,개운사길,3,서울특별시 성북구 개운사길 36,서울특별시 성북구 안암동5가 15-51,37.58800484,127.0294469,안암동 종로학원,4,0,,,,2016,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1285,16352,P0005,서울특별시,성북구,구도,0,보문로,3,서울특별시 성북구 보문로 136,서울특별시 성북구 보문동1가 35,37.58706279,127.0186906,경동고교 사거리 인근,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1286,16353,P0006,서울특별시,성북구,구도,0,북악산로,3,서울특별시 성북구 북악산로 852-1,서울특별시 성북구 정릉동 45-12,37.59884776,127.0187162,정릉동 삼덕세차장,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1289,16356,P0009,서울특별시,성북구,구도,0,보국문로,3,서울특별시 성북구 보국문로 37,서울특별시 성북구 정릉동 404-41,37.60788035,127.0098938,신한은행 정릉지점,4,0,,,,2016,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1291,16358,P0011,서울특별시,성북구,구도,0,동소문로,3,서울특별시 성북구 동소문로44길 26,서울특별시 성북구 하월곡동 88-957,37.60617247,127.0292684,광태오토바이,4,0,,,,2017,성북구청,02-2241-3515,2020-09-23,3070000,서울특별시 성북구,서울
1330,16441,N145,서울특별시,금천구,특별시도,0,시흥대로79길,3,서울특별시 금천구 도하어린이공원,서울특별시 금천구 독산동 1152-6,37.45807499,126.896886,서울특별시 금천구 시흥대로 도하어린이공원,4,0,,,2,2019,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1331,16442,N146,서울특별시,금천구,특별시도,0,두산로14길,3,서울특별시 금천구 두산로14길 가산중학교 앞,서울특별시 금천구 독산동 287-8,37.46961778,126.8978536,서울특별시 금천구 두산로14길 가산중학교 앞,4,0,,,,2019,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1332,16443,N147,서울특별시,금천구,특별시도,0,호암로 터널방향,3,서울특별시 금천구 호암로 터널방향,서울특별시 금천구 시흥동 1013-12,37.44788464,126.9203272,서울특별시 금천구 호암로 터널방향,4,0,,,,2019,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1333,16444,N148,서울특별시,금천구,특별시도,0,가산로 99,3,서울특별시 금천구 가산로 가산테라타워 교차로 앞,서울특별시 금천구 가산동 152-27,37.4765356,126.8906539,서울특별시 금천구 가산로 가산테라타워 교차로 앞,4,0,,,2,2020,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1334,16445,N149,서울특별시,금천구,특별시도,0,벚꽃로38길 29,3,서울특별시 금천구 벚꽃로 먹거리촌 앞 회전교차로,서울특별시 금천구 가산동 42-5,37.48232335,126.8846235,서울특별시 금천구 벚꽃로 먹거리촌 앞 회전교차로,4,0,,,2,2020,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1335,16446,N150,서울특별시,금천구,특별시도,0,독산로85길 36,3,서울특별시 금천구 독산로 독산 오르페움타워 앞,서울특별시 금천구 독산로85길 36,37.47256276,126.9015929,서울특별시 금천구 독산 오르페움타워 앞,4,0,,,,2020,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1336,16447,N151,서울특별시,금천구,특별시도,0,가산디지털2로 40,3,서울특별시 금천구 가산디지털2로 홍주 인터내셔널 앞 사거리,서울특별시 금천구 가산동 327-4,37.47227683,126.8833393,서울특별시 금천구 홍주 인터내셔널 앞 사거리,4,0,,,,2020,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1337,16448,N152,서울특별시,금천구,특별시도,0,가산디지털1로 83,3,서울특별시 금천구 가산디지털1로 파트너스타워1차 앞 삼거리,서울특별시 금천구 가산동 345-13,37.47322077,126.8842986,서울특별시 금천구 파트너스타워1차 앞 삼거리,4,0,,,,2020,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1338,16449,N153,서울특별시,금천구,특별시도,0,가산디지털2로 165,3,서울특별시 금천구 가산디지털2로 백상스타타워2차 앞 사거리,서울특별시 금천구 가산동 459-22,37.48243138,126.8774639,서울특별시 금천구 백상스타타워2차 앞 사거리,4,0,,,,2020,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1339,16450,N154,서울특별시,금천구,특별시도,0,가산디지털1로 205,3,서울특별시 금천구 가산디지털1로 KCC 웰츠벨리 앞 삼거리,서울특별시 금천구 가산동 470-8,37.48393878,126.8795739,서울특별시 금천구 가산디지털1로  KCC 웰츠벨리 앞 삼거리,4,0,,,,2020,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1340,16451,N155,서울특별시,금천구,특별시도,0,시흥대로151길 45,3,서울특별시 금천구 시흥대로 덕산아파트상가 앞 사거리,서울특별시 금천구 가산동 148-1,37.47705419,126.8962169,서울특별시 금천구 시흥대로 덕산아파트상가 앞 사거리,4,0,,,2,2020,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1341,16452,N156,서울특별시,금천구,특별시도,0,독산로 87,3,서울특별시 금천구 독산로 시흥초등학교 앞 삼거리,서울특별시 금천구 시흥동 841-5,37.45514961,126.9057636,서울특별시 금천구 독산로 시흥초등학교 앞 삼거리,4,0,,,2,2020,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울
1343,16614,주정차단속-035,서울특별시,마포구,구도,841,와우산로30길,3,서울특별시 마포구 와우산로30길 36,,37.5532633,126.9298391,와우공원 진입로,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1352,16623,주정차단속-044,서울특별시,마포구,구도,151,양화로18안길,3,서울특별시 마포구 양화로18안길 21,,37.55701251,126.9256707,윗잔다리어린이공원 앞,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1353,16624,주정차단속-045,서울특별시,마포구,구도,985,와우산로35길,3,서울특별시 마포구 와우산로35길 53,,37.55644447,126.9279257,애경타운 주변,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1359,16630,주정차단속-053,서울특별시,마포구,구도,50,월드컵로,3,서울특별시 마포구 월드컵로1길 14,,37.55005106,126.9120616,마포한강푸르지오 앞,4,0,,,,2016,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1360,16631,주정차단속-054,서울특별시,마포구,구도,1024,양화로3길,3,서울특별시 마포구 월드컵로1길 11,,37.54946379,126.9123022,한강푸르지오 4가,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1361,16632,주정차단속-055,서울특별시,마포구,구도,173,동교로,3,서울특별시 마포구 동교로 24,,37.55204242,126.9052737,망원정 사거리,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1363,16634,주정차단속-057,서울특별시,마포구,구도,없음,독막로20나길,3,서울특별시 마포구 독막로20나길 22,,37.5460703,126.924894,밤섬래미안리베뉴 앞,4,0,,,,2017,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1409,17199,주정차단속-026,서울특별시,마포구,구도,없음,백범로36가길,3,서울특별시 마포구 백범로36가길 76,,37.54563848,126.9458695,공덕파크자이 옆,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1420,17473,주정차단속-001,서울특별시,마포구,구도,107,만리재옛길,3,서울특별시 마포구 만리재옛길 13,,37.54580443,126.9548225,공덕초등학교 주변(새마을금고 앞),4,0,,,2,2016,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1423,17476,주정차단속-004,서울특별시,마포구,구도,없음,신촌로34길,3,서울특별시 마포구 신촌로34길 41,,37.55549929,126.9551426,행화정교회 주변(아현시장 입구),4,0,,,,2016,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1424,17477,주정차단속-005,서울특별시,마포구,구도,없음,마포대로11길,3,서울특별시 마포구 마포대로 197,,37.55195616,126.9540719,공덕지구대 앞,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1427,17480,주정차단속-008,서울특별시,마포구,구도,646,새창로6길,3,서울특별시 마포구 도화4길 35,,37.54046207,126.9516982,동원베네스트 아파트 앞,4,0,,,,2017,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1429,17482,주정차단속-010,서울특별시,마포구,구도,685,마포대로4나길,3,서울특별시 마포구 마포대로4나길 28,,37.53799783,126.9454858,진선미 어린이집 앞,4,0,,,2,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1434,17487,주정차단속-015,서울특별시,마포구,구도,113,새창로,3,서울특별시 마포구 새창로 28,,37.54166991,126.9529421,공덕역 10번출구 앞,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1437,17490,주정차단속-018,서울특별시,마포구,구도,119,큰우물로,3,서울특별시 마포구 마포대로 45,,37.54047418,126.9463756,일진빌딩 앞,4,0,,,,2016,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1443,17496,주정차단속-025,서울특별시,마포구,구도,758,백범로1길,3,서울특별시 마포구 백범로1길 56,,37.55491917,126.9392942,창천초 앞,4,0,,,2,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울
1572,17876,용신_0042,서울특별시,동대문구,기타,0,하정로,3,서울특별시 동대문구 하정로 44,서울특별시 동대문구 신설동 92-10,37.574912,127.026788,옛 구청사 사거리,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1576,17880,휘경2_0032,서울특별시,동대문구,기타,0,장안벚꽃로5길,3,서울특별시 동대문구 장안벚꽃로5길 30,서울특별시 동대문구 휘경동 49-181,37.5814127,127.073465,-,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1655,18065,P0047,서울특별시,동대문구,기타,0,한빛로,3,서울특별시 동대문구 한빛로 11,서울특별시 동대문구 신설동 67-1,37.577012,127.024537,남서울대학 후문 맞은편,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1656,18066,P0048,서울특별시,동대문구,기타,0,약령시로,3,서울특별시 동대문구 약령시로 10,서울특별시 동대문구 제기동 148-17,37.582525,127.030876,종암초교 (미래빌딩 앞),4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1657,18067,P0049,서울특별시,동대문구,기타,0,답십리로,3,서울특별시 동대문구 답십리로 158,서울특별시 동대문구 답십리동 53-3,37.57274257,127.057663,답십리사거리 마트앞,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1658,18068,P0050,서울특별시,동대문구,기타,0,답십리로,3,서울특별시 동대문구 답십리로 130,서울특별시 동대문구 답십리동 1003,37.572781,127.054721,답십리 래미안위브아파트 교차로 편의점앞,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1659,18069,P0051,서울특별시,동대문구,기타,0,답십리로56길,3,서울특별시 동대문구 답십리로56길 15,서울특별시 동대문구 답십리동 990-3,37.571962,127.059635,청소년독서실 앞,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
