무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
서04-419,서울특별시,서대문구,기타,연세로,연세로,3,서울특별시 서대문구 연세로11길29,서울특별시 서대문구 창천동52-152,37.558829,126.935121,자연담은화로 신촌점,4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-416,서울특별시,서대문구,기타,명물길,명물길,3,서울특별시 서대문구 명물길12-6,서울특별시 서대문구 창천동18-3,37.557204,126.937664,GS25신촌으뜸점 앞,4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-414,서울특별시,서대문구,기타,명물길,명물길,3,서울특별시 서대문구 명물길62,서울특별시 서대문구 창천동5-23,37.558721,126.939652,오시리스타워 주차장 앞,4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서07-401,서울특별시,서대문구,기타,성산로,성산로,3,서울특별시 서대문구 성산로22길12,서울특별시 서대문구 창천동89-26,37.560171,126.933624,햇빛부동산 맞은편,4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-420,서울특별시,서대문구,기타,연세로,연세로,3,서울특별시 서대문구 연세로7안길1,서울특별시 서대문구 창천동52-49,37.557774,126.936161,싸이버사격장 앞,4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서05-404,서울특별시,서대문구,기타,연희로,연희로,3,서울특별시 서대문구 연희로180,서울특별시 서대문구 연희동79-11,37.572897,126.935669,카젠정비소 앞,4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서08-405,서울특별시,서대문구,기타,세무서길,세무서길,3,서울특별시 서대문구 세무서길59,서울특별시 서대문구 홍제동245-8,37.59061635,126.946227,인왕이발관 앞,4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서10-407,서울특별시,서대문구,기타,모래내로,모래내로,3,서울특별시 서대문구 모래내로334,서울특별시 서대문구 홍은동273-10,37.580015,126.934105,홍은2동주민센터 앞,4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서13-401,서울특별시,서대문구,기타,거북골로,거북골로,3,서울특별시 서대문구 거북골로174,서울특별시 서대문구 북가좌동304-22,37.576852,126.911145,강남할인마트 앞,4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서13-402,서울특별시,서대문구,기타,거북골로,거북골로,3,서울특별시 서대문구 거북골로150,서울특별시 서대문구 북가좌동107-5,37.575529,126.9131863,중앙근린공원(토프레소 맞은편),4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서07-402,서울특별시,서대문구,기타,통일로,통일로,3,서울특별시 서대문구 통일로34길28-11,서울특별시 서대문구 홍제동105-98,37.585373,126.949701,인왕유치원 맞은편,4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서07-403,서울특별시,서대문구,기타,통일로,통일로,3,서울특별시 서대문구 통일로34길66,서울특별시 서대문구 홍제동460,37.585542,126.950996,현대경복유치원 맞은편,4,0,,,,2014,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서02-407,서울특별시,서대문구,기타,충정로,충정로,3,서울특별시 서대문구 충정로18,서울특별시 서대문구 충정로3가 360-26,37.560578,126.963472,충정로역 9번 출구 앞,4,0,,,,2015,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서05-405,서울특별시,서대문구,기타,연희로,연희로,3,서울특별시 서대문구 연희로11라길2,서울특별시 서대문구 연희동132-38,37.568042,126.929676,동양공인중개사 앞,4,0,,,,2015,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서08-406,서울특별시,서대문구,기타,세무서길,세무서길,3,서울특별시 서대문구 세무서5길39,서울특별시 서대문구 홍제동264-8,37.591617,126.9446994,인왕떡집,4,0,,,,2015,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서08-407,서울특별시,서대문구,기타,인왕시장길,인왕시장길,3,서울특별시 서대문구 인왕시장길18,서울특별시 서대문구 홍제동295-35,37.591042,126.943453,인왕약국,4,0,,,,2015,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서08-408,서울특별시,서대문구,기타,세무서길,세무서길,3,,서울특별시 서대문구 홍제동251,37.588771,126.945315,서대문세무서 앞,4,0,,,,2015,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서13-403,서울특별시,서대문구,기타,응암로,응암로,3,서울특별시 서대문구 응암로25,서울특별시 서대문구 북가좌동186-36,37.576117,126.907605,북가좌현대아파트 102동 앞,4,0,,,,2015,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서02-408,서울특별시,서대문구,기타,경기대로,경기대로,3,서울특별시 서대문구 경기대로74,서울특별시 서대문구 충정로2가 74,37.565416,126.964522,인창중학교 담벼락,4,0,,,,2015,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서03-402,서울특별시,서대문구,기타,북아현로,북아현로,3,서울특별시 서대문구 북아현로1나길22,서울특별시 서대문구 북아현동215,37.558794,126.953007,북성초등학교 체육관 앞,4,0,,,,2015,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서05-406,서울특별시,서대문구,기타,연희로,연희로,3,서울특별시 서대문구 연희로135,서울특별시 서대문구 연희동89-19,37.56969202,126.9328392,연희초등학교 건너편,4,0,,,,2015,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서06-401,서울특별시,서대문구,기타,통일로,통일로,3,서울특별시 서대문구 통일로37길51,서울특별시 서대문구 홍제동319-2,37.586027,126.944268,서울예술실용전문학교 앞,4,0,,,,2015,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서10-408,서울특별시,서대문구,기타,백련사길,백련사길,3,서울특별시 서대문구 백련사길39,서울특별시 서대문구 홍은동 산26-155,37.580711,126.931259,서대문문화체육회관 앞,4,0,,,,2015,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
16,서울특별시,광진구,특별시도,없음,군자로,3,서울특별시 광진구 군자로 88,서울특별시 광진구 군자동 364-15,37.551085,127.0715961,노인종합복지관 앞,4,0,,,,2010,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구
서02-402,서울특별시,서대문구,기타,경기대로,경기대로,3,서울특별시 서대문구 경기대로9길77,서울특별시 서대문구 충정로3가3-95,37.564541,126.959858,한진택배 맞은편,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서02-403,서울특별시,서대문구,기타,북아현로,북아현로,3,서울특별시 서대문구 북아현로82,서울특별시 서대문구 북아현동 1-253,37.564132,126.953796,코인빨래터 앞,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서02-404,서울특별시,서대문구,기타,북아현로,북아현로,3,서울특별시 서대문구 북아현로59-1,서울특별시 서대문구 북아현동176-53,37.562442,126.955397,북아현치안센터 앞,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서02-405,서울특별시,서대문구,기타,경기대로,경기대로,3,서울특별시 서대문구 경기대로37,서울특별시 서대문구 충정로3가22-1,37.5627781,126.961834,충현동자치회관 맞은편,4,0,,,,2009,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-401,서울특별시,서대문구,기타,명물길,명물길,3,서울특별시 서대문구 명물길14,서울특별시 서대문구 창천동13-29,37.557504,126.937646,형제갈비 맞은편,4,0,,,,2009,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서10-403,서울특별시,서대문구,기타,모래내로,모래내로,3,서울특별시 서대문구 모래내로364,서울특별시 서대문구 홍은동427-4,37.581795,126.936291,동신병원사거리,4,0,,,,2009,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서10-404,서울특별시,서대문구,기타,가좌로,가좌로,3,서울특별시 서대문구 가좌로50,서울특별시 서대문구 홍은동395-18,37.578244,126.930351,현대교통사거리,4,0,,,,2009,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서12-403,서울특별시,서대문구,기타,모래내로,모래내로,3,서울특별시 서대문구 모래내로231,서울특별시 서대문구 남가좌동330-43,37.574805,126.924492,모과나무 앞,4,0,,,,2009,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서11-401,서울특별시,서대문구,기타,모래내로,모래내로,3,서울특별시 서대문구 모래내로151,서울특별시 서대문구 남가좌동387,37.569779,126.917696,DMC엘가주상복합 앞,4,0,,,,2009,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서12-404,서울특별시,서대문구,기타,가재울로,가재울로,3,서울특별시 서대문구 가재울로43,서울특별시 서대문구 남가좌동376-3,37.574796,126.920517,남가좌현대아파트 102동 앞,4,0,,,,2009,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서14-401,서울특별시,서대문구,기타,응암로,응암로,3,서울특별시 서대문구 응암로126,서울특별시 서대문구 북가좌동278-1,37.583519,126.914226,KT가좌전화국 건너편,4,0,,,,2009,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서12-405,서울특별시,서대문구,기타,증가로,증가로,3,서울특별시 서대문구 증가로144,서울특별시 서대문구 남가좌동344-35,37.577701,126.921589,남가좌동사거리,4,0,,,,2011,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서05-403,서울특별시,서대문구,기타,연희로,연희로,3,서울특별시 서대문구 연희로4길9,서울특별시 서대문구 연희동353-76,37.561669,126.927891,연희대우아파트 진입로,4,0,,,,2011,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-408,서울특별시,서대문구,기타,연세로,연세로,3,서울특별시 서대문구 연세로5가길1,서울특별시 서대문구 창천동57-8,37.557061,126.936085,춘천집닭갈비 맞은편,4,0,,,,2011,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서01-402,서울특별시,서대문구,기타,통일로,통일로,3,서울특별시 서대문구 통일로9길11,서울특별시 서대문구 냉천동144,37.566909,126.964405,서대문성당 앞,4,0,,,,2011,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서07-401,서울특별시,서대문구,기타,통일로,통일로,3,서울특별시 서대문구 통일로34길15,서울특별시 서대문구 홍제동107-2,37.585681,126.948878,인왕산현대아파트 진입로,4,0,,,,2012,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서02-406,서울특별시,서대문구,기타,충정로,충정로,3,서울특별시 서대문구 충정로6길39,서울특별시 서대문구 미근동100-5,37.56250211,126.966892,미동초등학교 주변(아지트 앞),4,0,,,,2013,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서40-409,서울특별시,서대문구,기타,연세로,연세로,3,서울특별시 서대문구 연세로5나길30-3,서울특별시 서대문구 창천동53-38,37.557752,126.933901,창서초등학교 정문,4,0,,,,2013,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-410,서울특별시,서대문구,기타,연세로,연세로,3,서울특별시 서대문구 연세로5나길30-16,서울특별시 서대문구 창천동 57-36,37.557528,126.934961,창서초등학교 옆(미친구이 맞은편),4,0,,,,2013,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-411,서울특별시,서대문구,기타,신촌로,신촌로,3,서울특별시 서대문구 신촌로11길40,서울특별시 서대문구 창천동53-36,37.558264,126.933559,창서초등학교 뒤(디피엘헤어 맞은편),4,0,,,,2013,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-412,서울특별시,서대문구,기타,이화여대길,이화여대길,3,서울특별시 서대문구 이화여대8길28,서울특별시 서대문구 대현동62-41,37.558592,126.947083,신현유치원 맞은편,4,0,,,,2013,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서10-405,서울특별시,서대문구,기타,명지대길,명지대길,3,서울특별시 서대문구 명지대길83,서울특별시 서대문구 남가좌동 3-117,37.583646,126.923023,충암유치원 후문(지엘마트 맞은편),4,0,,,,2013,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서12-406,서울특별시,서대문구,기타,증가로,증가로,3,서울특별시 서대문구 증가로12가길59,서울특별시 서대문구 남가좌동363-11,37.580477,126.918888,연가초등학교 정문(백송빌라 주변),4,0,,,,2013,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서08-404,서울특별시,서대문구,기타,세무서길,세무서길,3,서울특별시 서대문구 세무서길31,서울특별시 서대문구 홍제동249-1,37.589431,126.945461,인왕초등학교 정문(GS25홍제점),4,0,,,,2013,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-405,서울특별시,서대문구,기타,이화여대길,이화여대길,3,서울특별시 서대문구 이화여대길82,서울특별시 서대문구 대현동136-1,37.559227,126.943941,더샘 이대점 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-406,서울특별시,서대문구,기타,이화여대길,이화여대길,3,서울특별시 서대문구 이화여대길29,서울특별시 서대문구 대현동56-11,37.558291,126.9456249,세라 이대점 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-407,서울특별시,서대문구,기타,이화여대길,이화여대길,3,서울특별시 서대문구 이화여대길89,서울특별시 서대문구 대현동27-7,37.55905047,126.9433823,박스퀘어 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-404,서울특별시,서대문구,기타,신촌역로,신촌역로,3,서울특별시 서대문구 신촌역로10,서울특별시 서대문구 대현동101-34,37.55902227,126.9409943,하나은행 신촌역지점 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-403,서울특별시,서대문구,기타,신촌역로,신촌역로,3,서울특별시 서대문구 신촌역로39,서울특별시 서대문구 창천동4-96,37.558924,126.941005,한스델리 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서01-401,서울특별시,서대문구,기타,독립문로,독립문로,3,서울특별시 서대문구 독립문로42,서울특별시 서대문구 천연동41,37.56847328,126.9617945,동명여중사거리,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서02-401,서울특별시,서대문구,기타,충정로,충정로,3,서울특별시 서대문구 충정로9길25-2,서울특별시 서대문구 충정로2가184-7,37.56442394,126.963817,경기초등학교사거리,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서03-401,서울특별시,서대문구,기타,북아현로,북아현로,3,서울특별시 서대문구 북아현로2길1,서울특별시 서대문구 북아현동130-12,37.55857627,126.9565509,현대한의원 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서04-402,서울특별시,서대문구,기타,명물길,명물길,3,서울특별시 서대문구 명물길41,서울특별시 서대문구 창천동2-33,37.55863142,126.9386999,김피라 신촌점 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서05-401,서울특별시,서대문구,기타,연희로,연희로,3,서울특별시 서대문구 연희로110,서울특별시 서대문구 연희동136-1,37.56766685,126.931734,시루향기 연희점 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서12-401,서울특별시,서대문구,기타,증가로,증가로,3,서울특별시 서대문구 증가로133,서울특별시 서대문구 남가좌동347-2,37.57732439,126.9226177,우리은행 남가좌동지점 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서05-402,서울특별시,서대문구,기타,증가로,증가로,3,서울특별시 서대문구 증가로22,서울특별시 서대문구 연희동92-26,37.57014643,126.9310356,연희중앙교회 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서14-404,서울특별시,서대문구,기타,응암로,응암로,3,서울특별시 서대문구 응암로68,서울특별시 서대문구 북가좌동306-22,37.578967,126.910823,가좌빌딩 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서09-403,서울특별시,서대문구,기타,거북골로,거북골로,3,서울특별시 서대문구 거북골로21,서울특별시 서대문구 남가좌동324-1,37.58010092,126.9248819,CU명지대정문길점 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서08-401,서울특별시,서대문구,기타,통일로,통일로,3,서울특별시 서대문구 통일로464,서울특별시 서대문구 홍제동301-2,37.58996262,126.9432196,홍제빌딩 앞,4,0,,,,2007,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서12-402,서울특별시,서대문구,기타,증가로,증가로,3,서울특별시 서대문구 증가로114,서울특별시 서대문구 남가좌동339-32,37.576995,126.924917,새소망교회 앞,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서14-402,서울특별시,서대문구,기타,증가로,증가로,3,서울특별시 서대문구 증가로233,서울특별시 서대문구 북가좌동292-13,37.582004,126.913545,굿모닝공인중개사 앞,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서14-403,서울특별시,서대문구,기타,증가로,증가로,3,서울특별시 서대문구 증가로208-1,서울특별시 서대문구 북가좌2동283-19,37.58065549,126.9155697,현주쌤수학교습소 앞,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서10-401,서울특별시,서대문구,기타,가좌로,가좌로,3,서울특별시 서대문구 가좌로141,서울특별시 서대문구 홍은동346-1,37.58449031,126.9237963,뚜레쥬르 홍은점 앞,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서10-402,서울특별시,서대문구,기타,가좌로,가좌로,3,서울특별시 서대문구 가좌로123,서울특별시 서대문구 홍은동355,37.58343022,126.9250965,금호빌라 앞,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서08-402,서울특별시,서대문구,기타,세검정로,세검정로,3,서울특별시 서대문구 세검정로46,서울특별시 서대문구 홍제동266-60,37.59212054,126.9462078,GQ양복점 앞,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서09-402,서울특별시,서대문구,기타,홍은중앙로,홍은중앙로,3,서울특별시 서대문구 홍은중앙로100-2,서울특별시 서대문구 홍은동9-88,37.599222,126.948435,승리공인중개사 앞,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서09-401,서울특별시,서대문구,기타,홍은중앙로,홍은중앙로,3,서울특별시 서대문구 홍은중앙로85,서울특별시 서대문구 홍은동11-853,37.59885372,126.9473495,중앙소공원 앞,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
서08-403,서울특별시,서대문구,기타,간호대로,간호대로,3,서울특별시 서대문구 간호대로26,서울특별시 서대문구 홍제동287-127,37.59701362,126.9477556,불천어린이공원 앞,4,0,,,,2008,서대문구청,02-330-1813,2021-07-28,3120000,서울특별시 서대문구
주정차단속-084,서울특별시,마포구,구도,52,성암로,3,서울특별시 마포구 모래내로9길 30,,37.56845246,126.9113201,건영월드컵 아파트 앞,4,0,,,,2017,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-087,서울특별시,마포구,구도,48,월드컵북로,3,서울특별시 마포구 월드컵북로230,,37.57014047,126.9038336,신북초교(현대상가),4,0,,,,2007,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-088,서울특별시,마포구,구도,없음,매봉산로,3,서울특별시 마포구 매봉산로 76,,37.5782805,126.8938427,상암파출소 앞,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-089,서울특별시,마포구,구도,52,성암로,3,서울특별시 마포구 월드컵북로 400,,37.58045008,126.8898953,MBC 후문,4,0,,,,2017,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-090,서울특별시,마포구,구도,없음,상암산로,3,서울특별시 마포구 상암산로 48-6,,37.57701208,126.8900996,JTBC 앞,4,0,,,,2015,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-091,서울특별시,마포구,구도,48,월드컵북로,3,서울특별시 마포구 월드컵북로396,,37.57944137,126.8903225,누리꿈스퀘어 앞(디지털미디어시티 사거리),4,0,,,,2010,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-092,서울특별시,마포구,구도,48,월드컵북로,3,서울특별시 마포구 월드컵북로416,,37.58052733,126.8877261,LG유플러스 앞(5단지 사거리),4,0,,,,2010,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-093,서울특별시,마포구,구도,48,월드컵북로,3,서울특별시 마포구 월드컵북로434,,37.58162133,126.8860489,상암IT타워 앞(6단지 사거리),4,0,,,,2010,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-094,서울특별시,마포구,구도,228,월드컵북로 54길,3,서울특별시 마포구 월드컵북로 54길 17,,37.58132459,126.8885491,사보이시티 호텔 앞,4,0,,,,2005,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-075,서울특별시,마포구,구도,171,성미산로,3,서울특별시 마포구 성미산로 92,,37.56099689,126.9177848,현일오피스텔 주변,4,0,,,,2004,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-077,서울특별시,마포구,구도,48,월드컵북로,3,서울특별시 마포구 월드컵북로 99,,37.56219089,126.9142295,성미산약수터 주변,4,0,,,,2015,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-078,서울특별시,마포구,구도,48,월드컵북로,3,서울특별시 마포구 월드컵북로136,,37.56502593,126.9124741,신안건설산업 앞(제일성모병원 주변),4,0,,,,2010,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-079,서울특별시,마포구,구도,1204,월드컵로32길,3,서울특별시 마포구 월드컵로32길 23,,37.56283304,126.9056222,보양산업 주변,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-080,서울특별시,마포구,구도,50,월드컵로,3,서울특별시 마포구 월드컵로204,,37.56539984,126.9021328,마포구청역1번출구,4,0,,,,2007,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-081,서울특별시,마포구,구도,42,모래내로,3,서울특별시 마포구 모래내로 5,,37.56425505,126.9036872,우남퍼스트빌스타 오피스텔 앞,4,0,,,,2017,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-082,서울특별시,마포구,구도,42,모래내로,3,서울특별시 마포구 모래내로3길2,,37.56464592,126.9057241,주님의 교회 앞,4,0,,,,2005,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-083,서울특별시,마포구,구도,169,월드컵로36길,3,서울특별시 마포구 월드컵로 212,,37.56631122,126.9016154,마포구청 앞,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-067,서울특별시,마포구,구도,171,망원로,3,서울특별시 마포구 망원로 29,,37.55651074,126.9001435,망원교회 앞,4,0,,,,2005,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-068,서울특별시,마포구,구도,171,망원로,3,서울특별시 마포구 포은로 117,,37.55740797,126.9042936,희망 순복음교회 앞,4,0,,,,2005,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-069,서울특별시,마포구,구도,153,연남로,3,서울특별시 마포구 동교로 225,,37.56025128,126.9237661,연남파출소 앞,4,0,,,,2017,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-070,서울특별시,마포구,구도,153,연남로,3,서울특별시 마포구 연남로 92,,37.56700132,126.9180634,한양삼계탕 앞,4,0,,,,2014,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-071,서울특별시,마포구,구도,153,연남로,3,서울특별시 마포구 연남로80,,37.56617666,126.9190015,쌍마빌라 나동 앞,4,0,,,,2014,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-072,서울특별시,마포구,구도,153,연남로,3,서울특별시 마포구 연남로 30,,37.56271155,126.9218575,코오롱아파트 앞,4,0,,,,2005,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-073,서울특별시,마포구,구도,173,동교로,3,서울특별시 마포구 동교로 235-1,,37.56105879,126.9241048,조박사복해장국 앞,4,0,,,,2004,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
S0007,서울특별시,관악구,특별시도,0,난우길,3,-,서울특별시 관악구 신림동 808-647,37.47708509,126.9183629,난우초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
S0009,서울특별시,관악구,특별시도,0,난향길,3,-,서울특별시 관악구 신림동 672,37.46265944,126.9176891,난향초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
S0011,서울특별시,관악구,특별시도,0,남부순환로163길,3,-,서울특별시 관악구 신림동 463,37.48546074,126.9228765,남부초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
S0013,서울특별시,관악구,특별시도,0,보라매로2길,3,-,서울특별시 관악구 봉천동 839-3,37.48987752,126.929419,당곡초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
S0015,서울특별시,관악구,특별시도,0,문성로,3,-,서울특별시 관악구 신림동 산 201-10,37.47739922,126.9119594,미성초등학교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
S0017,서울특별시,관악구,특별시도,0,행운1라길,3,-,서울특별시 관악구 봉천동 28-6,37.48318282,126.9571458,봉천초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
S0019,서울특별시,관악구,특별시도,0,행운5길,3,서울특별시 관악구 봉천동 행운5길 35,서울특별시 관악구 봉천동 100-14,37.4821808,126.958433,봉천초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
S0021,서울특별시,관악구,특별시도,0,성현로,3,-,서울특별시 관악구 봉천동 1704,37.49062212,126.9550666,봉현초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
S0023,서울특별시,관악구,특별시도,0,남현4길,3,서울특별시 관악구 남현동 남현4길 51 사당초등학교,서울특별시 관악구 남현동 1080-1,37.4733014,126.973976,사당초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
S0025,서울특별시,관악구,특별시도,0,대학7길,3,-,서울특별시 관악구 신림동 244-17,37.46864133,126.9407672,삼성초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
S0027,서울특별시,관악구,특별시도,0,문성로28길,3,-,서울특별시 관악구 신림동 산 159-13,37.47749148,126.9266664,신림초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
