,level_0,index,무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,지역,보호구역
180,1341,16452,N156,서울특별시,금천구,특별시도,0,독산로 87,3.0,서울특별시 금천구 독산로 시흥초등학교 앞 삼거리,서울특별시 금천구 시흥동 841-5,37.45514961,126.9057636,서울특별시 금천구 독산로 시흥초등학교 앞 삼거리,4,0,,,2.0,2020.0,금천구청,02-2627-1763,2021-08-03,3170000,서울특별시 금천구,서울,어린이
181,1348,16619,주정차단속-040,서울특별시,마포구,구도,147,홍익로,3.0,서울특별시 마포구 홍익로11,,37.55350429999999,126.9232886,서교초교(이철헤어),4,0,,,2.0,2007.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
182,1350,16621,주정차단속-042,서울특별시,마포구,구도,147,홍익로,3.0,서울특별시 마포구 홍익로1,,37.55284163,126.924009,서교초교(홍대앞삼거리),4,0,,,2.0,2007.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
183,1420,17473,주정차단속-001,서울특별시,마포구,구도,107,만리재옛길,3.0,서울특별시 마포구 만리재옛길 13,,37.54580443,126.9548225,공덕초등학교 주변(새마을금고 앞),4,0,,,2.0,2016.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
184,1422,17475,주정차단속-003,서울특별시,마포구,구도,101,굴레방로,3.0,서울특별시 마포구 굴레방로11,,37.55502024,126.9558943,아현초등학교 앞,4,0,,,2.0,2010.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
185,1429,17482,주정차단속-010,서울특별시,마포구,구도,685,마포대로4나길,3.0,서울특별시 마포구 마포대로4나길 28,,37.53799783,126.9454858,진선미 어린이집 앞,4,0,,,2.0,2018.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
186,1433,17486,주정차단속-014,서울특별시,마포구,구도,없음,마포대로,3.0,서울특별시 마포구 토정로37길38,,37.54205285,126.9466325,염리초교(트라팰리스),4,0,,,2.0,2008.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
187,1440,17493,주정차단속-021,서울특별시,마포구,구도,127,큰우물로,3.0,서울특별시 마포구 큰우물로 66,,37.54146479,126.9453067,염리초교(도화소공원 앞),4,0,,,2.0,2005.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
188,1443,17496,주정차단속-025,서울특별시,마포구,구도,758,백범로1길,3.0,서울특별시 마포구 백범로1길 56,,37.55491917,126.9392942,창천초 앞,4,0,,,2.0,2018.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구,서울,어린이
189,1448,17532,F5362,서울특별시,강서구,특별시도,,등촌로,2.0,서울특별시 강서구 등촌로,서울특별시 강서구 등촌동 561-1,37.541533,126.863225,등마초교 입구,2,50,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
190,1449,17533,F5363,서울특별시,양천구,특별시도,,등촌로,1.0,서울특별시 양천구 등촌로,서울특별시 양천구 목동 709-1,37.54265,126.863041,등마초교 건너편,2,50,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
191,1460,17545,F4429,서울특별시,금천구,특별시도,,금하로,1.0,서울특별시 금천구 금하로 783,,37.449949,126.916522,동일여고 앞,1,30,,,2.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
192,1475,17560,F4742,서울특별시,동대문구,특별시도,,한천로,1.0,서울특별시 동대문구 한천로 300,,37.587731,127.06803300000001,동일스위트리버@앞,2,50,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
193,1484,17569,F4383,서울특별시,용산구,특별시도,,효창원로,2.0,서울특별시 용산구 효창원로 137,,37.540307,126.961688,금양초교앞,2,30,,,2.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
194,1537,17622,F5977,서울특별시,도봉구,특별시도,,노해로,2.0,서울특별시 도봉구 노해로,서울특별시 도봉구 창동 339,37.651574,127.041826,창원초교교차로,2,50,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
195,1542,17627,F5983,서울특별시,관악구,특별시도,,신림로,1.0,서울특별시 관악구 신림로 114,,37.471013,126.93653799999998,신성초교앞R,2,50,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
196,1545,17630,F5986,서울특별시,양천구,특별시도,,목동남로,2.0,서울특별시 양천구 목동남로 93,,37.511238,126.869883,갈산초교 후문앞,2,40,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
197,1546,17631,F5987,서울특별시,성북구,특별시도,,정릉로,2.0,서울특별시 성북구 정릉로 272,,37.603307,127.013608,아리랑고개입구R,2,50,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
198,1549,17634,F6145,서울특별시,서초구,특별시도,,서운로,1.0,서울특별시 서초구 서운로 178,,37.499249,127.02311999999999,서초초교앞,2,30,,,2.0,2011.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
199,1671,18229,F5922,서울특별시,은평구,특별시도,,통일로,2.0,서울특별시 은평구 통일로 603,,37.600555,126.935782,녹번역삼거리,2,50,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
200,1703,18341,F5876,서울특별시,구로구,특별시도,,공원로,2.0,서울특별시 구로구 공원로,서울특별시 구로구 구로동 50,37.504006,126.8874,미래초교앞교차로,2,50,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
201,1720,18375,F5865,서울특별시,양천구,특별시도,,오목로,1.0,서울특별시 양천구 오목로,서울특별시 양천구 신월동 519-1,37.521493,126.840272,강서초교사거리,2,30,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
202,1721,18376,F5866,서울특별시,강서구,특별시도,,방화대로,1.0,서울특별시 강서구 방화대로 319,,37.569274,126.81663600000002,송화초등학교앞,2,50,,,2.0,2010.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청,서울,어린이
203,1762,19070,44,서울특별시,광진구,구도,없음,영화사로,3.0,서울특별시 영화사로 95,서울특별시 구의동 17-1,37.554629,127.096634,구의동 금성빌라 앞,4,0,,,2.0,2020.0,서울특별시 광진구청,02-450-1486,2021-06-23,3040000,서울특별시 광진구,서울,어린이
204,1763,19071,45,서울특별시,광진구,특별시도,405,능동로,3.0,서울특별시 능동로 18,서울특별시 자양동 855,37.533363,127.068534,이튼타워리버3차 앞,4,0,,,2.0,2020.0,서울특별시 광진구청,02-450-1487,2021-06-23,3040000,서울특별시 광진구,서울,어린이
205,1791,19132,4,서울특별시,광진구,특별시도,3001,광나루로,3.0,서울특별시 광진구 광나루로 369,서울특별시 광진구 군자동 503,37.547979,127.071019,두산위브 앞,4,0,,,2.0,2016.0,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구,서울,어린이
206,1792,19133,36,서울특별시,광진구,특별시도,4805,면목로,3.0,서울특별시 광진구 면목로 127,서울특별시 광진구 중곡동 231-2,37.564843,127.080667,신성그랜드타워 앞,4,0,,,2.0,2018.0,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구,서울,어린이
207,1793,19134,37,서울특별시,광진구,특별시도,3111,뚝섬로,3.0,서울특별시 광진구 뚝섬로 666,서울특별시 광진구 자양동 662-2,37.531557,127.083472,성자초등학교 옆,4,0,,,2.0,2018.0,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구,서울,어린이
